time,x,y
145.854,350,92
145.896,351,92
145.937,351,92
145.979,353,92
146.021,351,92
146.063,352,92
146.104,351,92
146.146,353,92
146.188,352,92
146.229,353,92
146.271,352,92
146.313,352,93
146.355,352,92
146.396,352,92
146.438,353,92
146.480,352,92
146.521,352,92
146.563,352,90
146.605,352,92
146.647,352,91
146.688,354,89
146.730,356,89
146.772,353,90
146.813,354,91
146.855,354,90
146.897,354,90
146.938,351,92
146.980,352,92
147.022,354,91
147.064,353,92
147.105,354,92
147.147,353,92
147.189,353,92
147.230,353,92
147.272,352,92
147.314,354,92
147.356,354,91
147.397,351,92
147.439,352,91
147.481,350,92
147.522,351,92
147.564,352,92
147.606,350,92
147.647,353,92
147.689,353,92
147.731,352,92
147.773,352,92
147.814,353,91
147.856,353,91
147.898,353,91
147.939,353,92
147.981,352,92
148.023,351,92
148.065,354,91
148.106,353,91
148.148,351,93
148.190,350,93
148.231,351,93
148.273,352,92
148.315,351,92
148.357,351,92
148.398,351,92
148.440,352,92
148.482,351,93
148.523,351,93
148.565,352,93
148.607,352,93
148.648,352,93
148.690,353,92
148.732,351,93
148.774,350,93
148.815,351,93
148.857,352,93
148.899,352,92
148.940,352,92
148.982,351,93
149.024,352,92
149.066,352,92
149.107,352,92
149.149,352,92
149.191,352,92
149.232,352,92
149.274,351,92
149.316,351,92
149.358,351,92
149.399,352,92
149.441,352,92
149.483,352,91
149.524,351,92
149.566,350,92
149.608,350,93
149.650,351,93
149.691,350,93
149.733,349,93
149.775,350,93
149.816,351,93
149.858,351,93
149.900,352,92
149.941,350,93
149.983,350,93
150.025,350,92
150.067,350,92
150.108,349,92
150.150,351,90
150.192,350,90
150.233,351,91
150.275,352,92
150.317,352,92
150.359,352,91
150.400,351,91
150.442,352,92
150.484,351,92
150.525,353,91
150.567,352,92
150.609,352,91
150.651,351,93
150.692,349,92
150.734,350,92
150.776,348,92
150.817,346,93
150.859,344,93
150.901,344,93
150.942,343,94
150.984,343,93
151.026,343,93
151.068,343,93
151.109,340,94
151.151,340,94
151.193,340,94
151.234,341,94
151.276,341,94
151.318,342,95
151.360,339,96
151.401,338,96
151.443,337,96
151.485,338,96
151.526,337,97
151.568,336,97
151.610,335,97
151.652,336,96
151.693,335,97
151.735,336,97
151.777,332,89
151.818,219,91
151.860,332,85
151.902,334,86
151.943,336,84
151.985,333,86
152.027,334,85
152.069,336,87
152.110,335,86
152.152,335,85
152.194,336,85
152.235,335,85
152.277,337,86
152.319,335,86
152.361,335,87
152.402,336,87
152.444,336,86
152.486,340,86
152.527,335,87
152.569,341,85
152.611,338,86
152.652,335,87
152.694,337,87
152.736,340,86
152.778,336,87
152.819,334,88
152.861,336,88
152.903,335,89
152.944,335,87
152.986,336,87
153.028,337,87
153.070,337,89
153.111,336,88
153.153,340,86
153.195,340,85
153.236,341,85
153.278,340,85
153.320,341,86
153.362,341,86
153.403,341,86
153.445,339,86
153.487,339,86
153.528,341,86
153.570,341,88
153.612,342,87
153.653,341,89
153.695,341,88
153.737,342,88
153.779,339,88
153.820,341,88
153.862,344,87
153.904,342,90
153.945,341,89
153.987,342,89
154.029,342,89
154.071,342,88
154.112,340,88
154.154,343,88
154.196,343,88
154.237,342,88
154.279,341,87
154.321,340,88
154.363,344,89
154.404,342,90
154.446,342,90
154.488,340,90
154.529,338,89
154.571,337,88
154.613,341,87
154.654,340,88
154.696,341,87
154.738,339,87
154.780,341,87
154.821,341,88
154.863,338,90
154.905,342,88
154.946,341,87
154.988,342,88
155.030,341,88
155.072,342,87
155.113,343,86
155.155,346,83
155.197,345,85
155.238,346,85
155.280,346,85
155.322,347,85
155.364,344,88
155.405,346,87
155.447,345,87
155.489,344,89
155.530,345,88
155.572,346,88
155.614,345,86
155.656,347,85
155.697,342,85
155.739,344,86
155.781,343,86
155.822,343,89
155.864,343,88
155.906,344,87
155.947,346,88
155.989,343,87
156.031,345,88
156.073,344,89
156.114,344,88
156.156,345,87
156.198,344,87
156.239,344,89
156.281,344,85
156.323,345,85
156.365,344,86
156.406,345,87
156.448,344,86
156.490,342,87
156.531,341,88
156.573,344,88
156.615,343,88
156.657,344,88
156.698,343,88
156.740,346,88
156.782,345,87
156.823,346,89
156.865,346,87
156.907,346,87
156.948,345,87
156.990,345,87
157.032,345,86
157.074,346,86
157.115,343,87
157.157,345,86
157.199,345,86
157.240,346,86
157.282,344,86
157.324,346,86
157.366,347,85
157.407,346,87
157.449,346,86
157.491,347,86
157.532,347,86
157.574,347,87
157.616,347,87
157.658,346,87
157.699,346,89
157.741,347,88
157.783,347,87
157.824,347,87
157.866,345,87
157.908,345,87
157.949,344,87
157.991,346,86
158.033,345,86
158.075,345,87
158.116,345,87
158.158,349,88
158.200,350,87
158.241,350,87
158.283,349,86
158.325,349,87
158.367,349,85
158.408,347,86
158.450,347,86
158.492,348,87
158.533,349,84
158.575,350,85
158.617,347,87
158.658,346,87
158.700,345,87
158.742,347,88
158.784,346,86
158.825,347,87
158.867,346,86
158.909,346,86
158.950,345,87
158.992,346,87
159.034,345,87
159.076,345,86
159.117,345,85
159.159,347,87
159.201,347,87
159.242,347,87
159.284,346,88
159.326,349,87
159.368,348,86
159.409,349,86
159.451,346,85
159.493,346,86
159.534,345,84
159.576,346,85
159.618,346,86
159.659,345,86
159.701,346,85
159.743,345,87
159.785,344,88
159.826,346,88
159.868,345,88
159.910,345,88
159.951,345,88
159.993,347,88
160.035,346,88
160.077,347,88
160.118,345,87
160.160,348,86
160.202,348,86
160.243,348,86
160.285,347,85
160.327,349,86
160.369,346,87
160.410,347,87
160.452,345,88
160.494,347,87
160.535,348,86
160.577,348,86
160.619,345,88
160.660,345,86
160.702,346,85
160.744,346,84
160.786,348,86
160.827,348,85
160.869,344,88
160.911,346,86
160.952,346,86
160.994,348,86
161.036,347,87
161.078,346,87
161.119,347,88
161.161,347,87
161.203,348,86
161.244,349,85
161.286,349,84
161.328,349,84
161.370,347,86
161.411,345,86
161.453,348,85
161.495,348,85
161.536,346,85
161.578,347,87
161.620,345,88
161.662,347,88
161.703,349,87
161.745,348,87
161.787,349,85
161.828,349,85
161.870,346,84
161.912,346,85
161.953,346,83
161.995,347,83
162.037,348,83
162.079,349,85
162.120,350,85
162.162,348,87
162.204,346,86
162.245,344,86
162.287,345,86
162.329,344,85
162.371,343,85
162.412,344,85
162.454,348,83
162.496,349,83
162.537,345,86
162.579,347,86
162.621,349,86
162.663,349,86
162.704,348,85
162.746,347,85
162.788,345,88
162.829,345,86
162.871,344,86
162.913,345,86
162.954,347,85
162.996,347,87
163.038,347,85
163.080,348,85
163.121,347,85
163.163,349,87
163.205,347,86
163.246,347,88
163.288,347,87
163.330,346,87
163.372,346,87
163.413,346,87
163.455,346,86
163.497,346,88
163.538,346,88
163.580,346,88
163.622,346,88
163.664,348,87
163.705,346,88
163.747,345,89
163.789,343,87
163.830,346,87
163.872,347,86
163.914,347,87
163.955,345,87
163.997,346,87
164.039,346,87
164.081,347,88
164.122,346,87
164.164,347,86
164.206,346,83
164.247,349,83
164.289,348,83
164.331,348,83
164.373,347,85
164.414,345,86
164.456,345,87
164.498,345,87
164.539,346,86
164.581,344,87
164.623,345,87
164.664,348,86
164.706,347,86
164.748,347,88
164.790,346,86
164.831,345,86
164.873,344,86
164.915,347,85
164.956,346,84
164.998,347,86
165.040,347,86
165.082,348,87
165.123,346,87
165.165,346,85
165.207,347,86
165.248,348,85
165.290,348,87
165.332,348,87
165.374,349,86
165.415,349,86
165.457,350,85
165.499,349,86
165.540,348,86
165.582,346,87
165.624,347,86
165.665,347,87
165.707,346,86
165.749,348,87
165.791,347,87
165.832,348,87
165.874,349,87
165.916,350,87
165.957,349,85
165.999,347,86
166.041,346,87
166.083,347,86
166.124,344,86
166.166,346,87
166.208,346,88
166.249,347,87
166.291,348,87
166.333,346,88
166.375,348,87
166.416,346,88
166.458,346,87
166.500,347,87
166.541,345,87
166.583,344,87
166.625,343,86
166.666,347,85
166.708,346,85
166.750,345,86
166.792,346,88
166.833,347,86
166.875,348,84
166.917,348,85
166.958,350,84
167.000,352,84
167.042,352,84
167.084,352,86
167.125,350,85
167.167,348,87
167.209,346,84
167.250,347,85
167.292,347,84
167.334,349,85
167.376,347,86
167.417,349,85
167.459,347,86
167.501,346,88
167.542,345,88
167.584,347,87
167.626,346,85
167.668,345,87
167.709,346,87
167.751,348,88
167.793,346,87
167.834,348,87
167.876,344,88
167.918,349,88
167.959,347,88
168.001,347,88
168.043,347,88
168.085,347,89
168.126,347,88
168.168,347,86
168.210,345,86
168.251,349,86
168.293,344,86
168.335,346,86
168.377,343,87
168.418,345,87
168.460,345,88
168.502,347,88
168.543,345,85
168.585,346,86
168.627,346,86
168.669,347,85
168.710,346,86
168.752,346,89
168.794,346,88
168.835,345,88
168.877,345,87
168.919,348,86
168.960,348,85
169.002,348,87
169.044,348,88
169.086,350,86
169.127,349,88
169.169,348,85
169.211,348,84
169.252,348,86
169.294,348,87
169.336,349,87
169.378,349,87
169.419,349,86
169.461,348,87
169.503,348,88
169.544,347,86
169.586,347,87
169.628,348,86
169.670,348,88
169.711,347,86
169.753,347,87
169.795,348,85
169.836,348,85
169.878,348,85
169.920,350,84
169.961,349,84
170.003,350,84
170.045,349,84
170.087,347,85
170.128,348,87
170.170,348,87
170.212,348,88
170.253,345,89
170.295,347,88
170.337,347,88
170.379,347,87
170.420,346,88
170.462,348,87
170.504,349,87
170.545,347,87
170.587,347,88
170.629,348,87
170.670,347,87
170.712,347,87
170.754,348,87
170.796,348,85
170.837,347,86
170.879,345,86
170.921,345,86
170.962,345,87
171.004,348,88
171.046,347,87
171.088,349,88
171.129,347,88
171.171,348,88
171.213,349,87
171.254,348,87
171.296,349,87
171.338,347,87
171.380,349,85
171.421,348,85
171.463,348,85
171.505,348,86
171.546,349,85
171.588,346,86
171.630,348,86
171.671,345,85
171.713,346,84
171.755,346,86
171.797,345,84
171.838,347,87
171.880,347,86
171.922,345,88
171.963,342,89
172.005,343,89
172.047,345,87
172.089,345,86
172.130,347,85
172.172,346,87
172.214,346,87
172.255,346,87
172.297,345,88
172.339,345,88
172.381,346,87
172.422,343,87
172.464,342,87
172.506,345,88
172.547,346,87
172.589,345,87
172.631,344,87
172.672,346,85
172.714,344,85
172.756,346,86
172.798,345,84
172.839,346,85
172.881,344,85
172.923,346,85
172.964,346,85
173.006,346,86
173.048,345,87
173.090,345,87
173.131,344,88
173.173,348,88
173.215,346,88
173.256,347,88
173.298,346,88
173.340,346,89
173.382,347,88
173.423,347,88
173.465,347,88
173.507,347,87
173.548,348,87
173.590,349,86
173.632,346,86
173.674,348,84
173.715,347,84
173.757,346,88
173.799,346,87
173.840,345,87
173.882,346,85
173.924,347,87
173.965,347,86
174.007,347,88
174.049,347,86
174.091,345,88
174.132,345,87
174.174,347,87
174.216,348,87
174.257,348,87
174.299,348,86
174.341,348,87
174.383,347,87
174.424,346,87
174.466,345,86
174.508,346,87
174.549,348,87
174.591,347,86
174.633,348,85
174.675,348,85
174.716,348,84
174.758,348,85
174.800,347,86
174.841,347,86
174.883,348,86
174.925,349,85
174.966,347,85
175.008,346,85
175.050,346,85
175.092,346,87
175.133,346,86
175.175,348,87
175.217,347,86
175.258,349,87
175.300,349,85
175.342,348,85
175.384,348,86
175.425,347,86
175.467,348,86
175.509,347,87
175.550,348,86
175.592,348,86
175.634,349,86
175.676,348,87
175.717,348,85
175.759,346,86
175.801,347,85
175.842,347,85
175.884,346,85
175.926,345,86
175.967,345,86
176.009,343,87
176.051,344,85
176.093,344,88
176.134,347,87
176.176,349,86
176.218,350,85
176.259,349,86
176.301,348,85
176.343,348,85
176.385,348,85
176.426,350,85
176.468,348,85
176.510,348,86
176.551,350,85
176.593,350,85
176.635,347,85
176.676,349,85
176.718,348,86
176.760,348,87
176.802,345,86
176.843,344,86
176.885,344,86
176.927,344,87
176.968,345,87
177.010,346,86
177.052,345,86
177.094,347,88
177.135,346,88
177.177,348,88
177.219,347,86
177.260,349,86
177.302,346,85
177.344,349,86
177.386,347,86
177.427,349,86
177.469,348,85
177.511,350,84
177.552,350,84
177.594,351,84
177.636,348,84
177.677,350,84
177.719,351,83
177.761,349,87
177.803,349,86
177.844,348,86
177.886,344,86
177.928,344,86
177.969,344,85
178.011,344,85
178.053,345,85
178.095,342,86
178.136,343,85
178.178,345,86
178.220,346,85
178.261,347,87
178.303,348,87
178.345,349,88
178.387,347,88
178.428,348,88
178.470,347,88
178.512,347,88
178.553,347,88
178.595,348,88
178.637,347,86
178.678,344,86
178.720,346,85
178.762,346,87
178.804,344,87
178.845,346,86
178.887,345,86
178.929,347,87
178.970,347,86
179.012,343,87
179.054,343,88
179.096,347,86
179.137,344,85
179.179,348,84
179.221,348,84
179.262,348,85
179.304,348,85
179.346,348,87
179.388,347,87
179.429,348,87
179.471,346,85
179.513,345,85
179.554,344,87
179.596,347,87
179.638,345,88
179.680,348,86
179.721,348,85
179.763,349,86
179.805,347,87
179.846,347,87
179.888,346,88
179.930,345,87
179.971,345,84
180.013,343,86
180.055,344,86
180.097,345,86
180.138,348,85
180.180,346,86
180.222,347,86
180.263,347,89
180.305,347,88
180.347,347,88
180.389,350,88
180.430,350,88
180.472,347,87
180.514,347,87
180.555,349,86
180.597,350,85
180.639,348,86
180.681,347,87
180.722,348,86
180.764,349,86
180.806,348,85
180.847,348,85
180.889,349,85
180.931,347,86
180.972,347,85
181.014,347,85
181.056,346,87
181.098,347,86
181.139,344,86
181.181,349,86
181.223,351,86
181.264,349,86
181.306,351,85
181.348,350,85
181.390,350,84
181.431,351,85
181.473,349,86
181.515,347,85
181.556,344,87
181.598,349,85
181.640,350,85
181.682,348,85
181.723,349,85
181.765,348,86
181.807,348,87
181.848,348,86
181.890,347,88
181.932,347,88
181.973,348,88
182.015,346,88
182.057,347,88
182.099,349,88
182.140,349,88
182.182,347,88
182.224,348,86
182.265,348,87
182.307,345,86
182.349,345,85
182.391,346,86
182.432,350,88
182.474,346,87
182.516,346,87
182.557,346,88
182.599,348,89
182.641,347,89
182.682,348,88
182.724,347,88
182.766,349,87
182.808,348,88
182.849,349,87
182.891,350,86
182.933,351,85
182.974,350,85
183.016,350,86
183.058,347,86
183.100,347,87
183.141,347,88
183.183,346,88
183.225,344,86
183.266,347,88
183.308,348,87
183.350,346,86
183.392,347,86
183.433,349,86
183.475,347,85
183.517,345,86
183.558,343,86
183.600,345,86
183.642,346,88
183.683,348,87
183.725,346,86
183.767,347,87
183.809,348,87
183.850,347,88
183.892,348,87
183.934,349,86
183.975,347,86
184.017,348,88
184.059,347,88
184.101,347,88
184.142,346,87
184.184,347,88
184.226,348,87
184.267,348,88
184.309,349,86
184.351,348,85
184.393,348,87
184.434,349,86
184.476,349,87
184.518,350,88
184.559,348,86
184.601,347,86
184.643,346,87
184.684,345,87
184.726,345,86
184.768,345,85
184.810,347,86
184.851,345,87
184.893,344,85
184.935,344,85
184.976,347,84
185.018,344,86
185.060,343,85
185.102,344,86
185.143,346,86
185.185,344,86
185.227,344,86
185.268,343,88
185.310,346,87
185.352,346,87
185.394,347,88
185.435,346,87
185.477,346,87
185.519,346,89
185.560,346,87
185.602,346,87
185.644,345,87
185.686,346,87
185.727,345,86
185.769,346,85
185.811,347,84
185.852,349,84
185.894,348,85
185.936,347,86
185.977,347,85
186.019,344,86
186.061,346,85
186.103,346,86
186.144,348,86
186.186,346,87
186.228,348,86
186.269,347,86
186.311,347,86
186.353,348,87
186.395,345,86
186.436,348,85
186.478,347,85
186.520,349,86
186.561,346,85
186.603,347,85
186.645,344,86
186.687,347,86
186.728,346,86
186.770,346,86
186.812,343,86
186.853,348,86
186.895,346,86
186.937,346,87
186.978,348,86
187.020,346,89
187.062,346,87
187.104,345,87
187.145,348,86
187.187,343,85
187.229,344,85
187.270,345,85
187.312,345,86
187.354,347,87
187.396,347,84
187.437,347,86
187.479,345,88
187.521,346,86
187.562,348,85
187.604,348,85
187.646,346,86
187.688,347,86
187.729,347,85
187.771,350,85
187.813,350,86
187.854,350,87
187.896,348,88
187.938,348,87
187.979,352,85
188.021,350,84
188.063,350,85
188.105,347,87
188.146,348,86
188.188,348,88
188.230,349,87
188.271,348,88
188.313,344,89
188.355,345,90
188.397,346,89
188.438,346,88
188.480,348,87
188.522,348,87
188.563,347,87
188.605,348,86
188.647,347,87
188.688,346,87
188.730,347,87
188.772,346,88
188.814,345,88
188.855,344,86
188.897,346
